,Residuals
2002-04-26,2061.2378092735653
2002-04-29,2134.709889337624
2002-04-30,2150.9486064486537
2002-05-02,1619.9371762627088
2002-05-03,1838.7531976995006
2002-05-06,1701.3740477682813
2002-05-07,1688.684067852073
2002-05-08,2024.439063271674
2002-05-09,1477.428435009484
2002-05-10,1634.493725162245
2002-05-13,1553.872642429974
2002-05-14,1820.0688207653293
2002-05-15,1952.3493817016852
2002-05-16,2235.276998200645
2002-05-17,2194.6429286606226
2002-05-20,2127.5793652265957
2002-05-21,2153.218492369064
2002-05-22,1806.3973522228252
2002-05-23,2071.0325693276864
2002-05-24,2070.7297133390075
2002-05-27,2189.76101997352
2002-05-28,2188.7967266094583
2002-05-29,2428.325637322574
2002-05-31,2233.2796287809033
2002-06-03,2034.1831851620627
2002-06-04,2020.5234839944114
2002-06-05,2039.670214290485
2002-06-06,1578.591381217856
2002-06-07,1876.7386138268894
2002-06-10,2203.0530870741313
2002-06-11,1750.9402949899422
2002-06-12,1753.7442779223584
2002-06-13,1632.3735949067996
2002-06-14,1437.5891423899193
2002-06-17,1775.2877768456528
2002-06-18,1648.0862787222786
2002-06-19,1359.0659678081365
2002-06-20,878.5438916346102
2002-06-21,560.6510663764402
2002-06-24,1136.1047296658408
2002-06-25,1097.1336559612682
2002-06-26,1131.6710974132275
2002-06-27,1496.3192195544616
2002-06-28,1575.1538370101707
2002-07-01,1295.1517050334787
2002-07-02,1304.7051959971795
2002-07-03,1131.9415947270045
2002-07-04,1227.5237801301282
2002-07-05,1129.0118310484386
2002-07-08,1350.8180574937487
2002-07-10,1212.5056525621576
2002-07-11,1505.6265159368131
2002-07-12,1628.2846414112328
2002-07-15,1250.374378910511
2002-07-16,1265.779450724007
2002-07-17,1484.049195088377
2002-07-18,1521.9064905462792
2002-07-19,1279.0426789329085
2002-07-22,644.9332379120533
2002-07-23,694.5947235807525
2002-07-24,1003.9369579809245
2002-07-25,749.7978327312858
2002-07-26,396.23542464796174
2002-07-29,581.3501345070981
2002-07-30,755.5475528567613
2002-07-31,1202.9220306628004
2002-08-01,1126.5987412323357
2002-08-02,1208.5053183105738
2002-08-05,805.6727137942689
2002-08-06,1184.0368069303286
2002-08-07,1266.8599538035396
2002-08-08,1684.4331288337107
2002-08-09,1238.558915375088
2002-08-12,1017.8781078424981
2002-08-13,813.5059966039289
2002-08-14,812.5568292783037
2002-08-15,723.6194197578207
2002-08-16,1146.014506696004
2002-08-19,994.6417776290509
2002-08-20,867.4767710235383
2002-08-21,1096.8848998475414
2002-08-22,1347.0034417548986
2002-08-23,1259.9280817415074
2002-08-26,1670.9561246138692
2002-08-27,1837.5034077048485
2002-08-28,1738.1626152851877
2002-08-29,1765.265396822173
2002-08-30,1645.156711343555
2002-09-02,1633.7734208618795
2002-09-03,1381.6092285888035
2002-09-04,1294.8600257726548
2002-09-05,1072.30843981621
2002-09-06,1155.0953903514655
2002-09-09,1432.6143635075805
2002-09-10,1404.2130847682456
2002-09-11,1620.542056759189
2002-09-12,1556.2784559558686
2002-09-13,1548.768726541869
2002-09-16,1188.6623020768684
2002-09-17,1089.3987447683066
2002-09-18,1019.4055192232317
2002-09-19,956.7050343773099
2002-09-20,1238.7339665670424
2002-09-23,901.2651306268554
2002-09-24,871.3574277984126
2002-09-25,1017.9149678712129
2002-09-26,1006.5258804217174
2002-09-27,549.676866631391
2002-09-30,595.8889948545311
2002-10-01,1055.4997336515207
2002-10-02,834.0860932518563
2002-10-03,1198.8137076711118
2002-10-04,1263.8694939141733
2002-10-07,827.0499832111918
2002-10-08,897.0528836227086
2002-10-09,802.8526263837075
2002-10-10,1009.9902667109063
2002-10-11,990.7787734296198
2002-10-14,597.1948282285875
2002-10-15,764.0950895479336
2002-10-16,661.9137414138713
2002-10-17,1253.0539392791889
2002-10-18,1275.5868347409441
2002-10-21,1326.848518842311
2002-10-22,1484.5547712937814
2002-10-23,1924.2413013782016
2002-10-24,1728.5522046833494
2002-10-25,1890.850949664963
2002-10-28,1362.5290298078353
2002-10-29,1455.5108955447804
2002-10-30,1929.226212456102
2002-10-31,1912.6951059429257
2002-11-01,1815.8612835712092
2002-11-04,1559.4993440353164
2002-11-05,1543.0574439922057
2002-11-06,1402.5264773214685
2002-11-07,1543.0301214589763
2002-11-08,1595.9869728662734
2002-11-11,1605.8378672973095
2002-11-12,1429.0263814625441
2002-11-13,1507.8218067975722
2002-11-14,1629.858092433593
2002-11-18,1689.2173915453868
2002-11-19,1658.9982875129062
2002-11-20,1762.4059118237583
2002-11-21,1927.7109586894858
2002-11-22,1976.1164470798121
2002-11-25,1760.0834154892582
2002-11-26,1656.8216347364887
2002-11-27,1775.493308843581
2002-11-28,1769.8067699859412
2002-11-29,2028.508261517366
2002-12-02,2119.930156759775
2002-12-03,2037.8947251514346
2002-12-04,1983.8494466317952
2002-12-05,1741.065305364069
2002-12-06,1939.5305446020702
2002-12-09,1680.2889827270155
2002-12-10,1718.3498037839454
2002-12-11,2015.913225947148
2002-12-12,1925.9137543598545
2002-12-13,1887.2645774775183
2002-12-16,2088.864316424205
2002-12-17,2093.2839942338924
2002-12-18,2205.7757960662684
2002-12-19,2369.8461512509566
2002-12-20,2568.0514659915625
2002-12-23,2437.6524195845577
2002-12-26,2237.179984164297
2002-12-27,2157.53182909468
2002-12-30,2200.7588463045004
2003-01-02,2522.229620254052
2003-01-03,2426.198337266238
2003-01-06,2805.9772160130406
2003-01-07,2531.7963718791334
2003-01-08,2417.7621132384684
2003-01-09,2540.716930849835
2003-01-10,2827.279226979119
2003-01-13,2587.0892956797597
2003-01-14,2634.1800855917154
2003-01-15,2393.0725343182085
2003-01-16,2399.1056385137
2003-01-17,2126.4994704440414
2003-01-20,2163.625031381591
2003-01-21,1976.2628124439607
2003-01-22,1747.870515779956
2003-01-23,1865.0430273297898
2003-01-24,1522.71511226031
2003-01-27,1385.4925698990573
2003-01-28,1486.4360165632943
2003-01-29,1891.6743165879361
2003-01-30,1730.7292390272678
2003-01-31,1944.059481541928
2003-02-03,1878.4967809041673
2003-02-04,1545.8041976647783
2003-02-05,1644.3292706441325
2003-02-06,1647.729528212626
2003-02-07,1487.8781321992647
2003-02-10,1649.2519600017595
2003-02-11,1684.1405106807251
2003-02-12,1688.058714946168
2003-02-13,1293.0776221602036
2003-02-14,1373.1913130370604
2003-02-17,1532.183274134899
2003-02-18,1796.4432790696292
2003-02-19,1545.7631254177995
2003-02-20,1546.993705432791
2003-02-21,1684.2163872229085
2003-02-24,1591.9121128625266
2003-02-25,1549.080524728899
2003-02-26,1376.8364876989062
2003-02-27,1594.638293515828
2003-02-28,1713.749236393167
2003-03-05,1710.3849353638607
2003-03-06,2007.5309118844907
2003-03-07,2035.3479083983739
2003-03-10,1563.518748040763
2003-03-11,1671.311794309211
2003-03-12,1929.197109194888
2003-03-13,2077.4824777245803
2003-03-14,2045.017443537895
2003-03-17,2066.195287622335
2003-03-18,2308.432568194252
2003-03-19,2076.6444904194914
2003-03-20,2226.6294421128114
2003-03-21,2396.0735150201
2003-03-24,1992.8176734389554
2003-03-25,2216.116317131022
2003-03-26,2151.213837715388
2003-03-27,2167.3351605812295
2003-03-28,2313.4603256517657
2003-03-31,2139.636970925176
2003-04-01,2464.7962216908327
2003-04-02,2660.944255926881
2003-04-03,2690.2681505755
2003-04-04,2667.313077947387
2003-04-07,2678.23048426863
2003-04-08,2266.3513476730805
2003-04-09,2301.538338395134
2003-04-10,2146.6162973348746
2003-04-11,2316.0101464978798
2003-04-14,2452.0564879548974
2003-04-15,2638.467891656899
2003-04-16,2497.9753507047044
2003-04-17,2830.790925576266
2003-04-22,2783.11752445622
2003-04-23,2663.909227305803
2003-04-24,2368.0041077006335
2003-04-25,2420.689122554444
2003-04-28,2763.297339208604
2003-04-29,2894.3204662288626
2003-04-30,2684.559197737939
2003-05-02,2925.1811965109027
2003-05-05,2867.0979682351235
2003-05-06,2632.8734124240946
2003-05-07,2962.7623502217975
2003-05-08,2844.599228994879
2003-05-09,3108.8165358225106
2003-05-12,3119.363828655367
2003-05-13,3147.2634132889416
2003-05-14,3119.2641250624856
2003-05-15,2739.8526858813684
2003-05-16,2883.307656086352
2003-05-19,2384.7002210121063
2003-05-20,2489.664495504474
2003-05-21,2811.013892658483
2003-05-22,2821.3731963453783
2003-05-23,2826.8613204900666
2003-05-26,2507.7516390375786
2003-05-27,2956.5875891425458
2003-05-28,2920.9482723475703
2003-05-29,2988.1921717701243
2003-05-30,2952.386652644169
2003-06-02,2727.398349283121
2003-06-03,2874.845355222471
2003-06-04,3213.547231241384
2003-06-05,3168.774780271564
2003-06-06,3250.467357544663
2003-06-09,3101.4673112635783
2003-06-10,3128.977481115049
2003-06-11,3078.2042314374303
2003-06-12,3165.328338195952
2003-06-13,2872.4064732653096
2003-06-16,3007.995628136656
2003-06-17,2930.6914737073657
2003-06-18,2666.2696719624237
2003-06-20,2347.5210275949066
2003-06-23,2320.3450552452205
2003-06-24,2515.1362468221996
2003-06-25,2440.050564938613
2003-06-26,2558.143501678138
2003-06-27,2465.699738374734
2003-06-30,2438.801388920946
2003-07-01,2781.3135947443334
2003-07-02,2733.4718682455687
2003-07-03,2530.535318217726
2003-07-04,2699.790553517976
2003-07-07,2800.8762759934116
2003-07-08,2975.5022888798576
2003-07-10,2785.6116684546187
2003-07-11,2601.8506548483574
2003-07-14,2904.4603582049467
2003-07-15,2871.734490982287
2003-07-16,2715.309475982008
2003-07-17,2864.584667746438
2003-07-18,3002.088216902963
2003-07-21,2824.9227408357747
2003-07-22,2986.287872546158
2003-07-23,2902.8070153893814
2003-07-24,2851.4317310341257
2003-07-25,2837.38873684191
2003-07-28,2725.7577594643844
2003-07-29,2725.8979546027576
2003-07-30,2585.665521123876
2003-07-31,2721.2877156105405
2003-08-01,2268.3481870096066
2003-08-04,2184.450938267488
2003-08-05,2391.5737367356505
2003-08-06,2230.0406112004657
2003-08-07,2726.9291633298335
2003-08-08,2815.85834228361
2003-08-11,2810.096309135567
2003-08-12,2810.276132869776
2003-08-13,2858.2783074748822
2003-08-14,2950.3600193088196
2003-08-15,2975.4902835335615
2003-08-18,3186.8324620756957
2003-08-19,3109.544891458858
2003-08-20,3373.641055849672
2003-08-21,3470.6267773926184
2003-08-22,3312.5036106782536
2003-08-25,3133.3291334521828
2003-08-26,3540.511414591314
2003-08-27,3692.1191498095413
2003-08-28,3496.5317358127804
2003-08-29,3565.7946284666978
2003-09-01,3681.5261095582173
2003-09-02,3700.9493235381133
2003-09-03,3808.53720285473
2003-09-04,3790.845965335123
2003-09-05,3917.648605041277
2003-09-08,3975.7222061280445
2003-09-09,3553.8493877765322
2003-09-10,3848.068192425213
2003-09-11,4082.259917353291
2003-09-12,4094.9081059754426
2003-09-15,3924.427010729125
2003-09-16,3818.0010391710275
2003-09-17,4025.5091005313116
2003-09-18,4344.969169173772
2003-09-19,4166.062459325147
2003-09-22,3740.3710213756367
2003-09-23,3744.215604355408
2003-09-24,3366.867570152832
2003-09-25,3204.031637025799
2003-09-26,3296.416916450895
2003-09-29,3625.800238877586
2003-09-30,3469.0753023964025
2003-10-01,4041.522901821081
2003-10-02,4211.7024368679995
2003-10-03,4271.236214828472
2003-10-06,4340.896029126177
2003-10-07,4429.5027104845685
2003-10-08,4653.778176267921
2003-10-09,4410.765109432945
2003-10-10,4325.014345971171
2003-10-13,4672.176696262335
2003-10-14,4656.60867054624
2003-10-15,4324.357671246076
2003-10-16,4336.3307627716
2003-10-17,4145.111906941389
2003-10-20,4738.686713106979
2003-10-21,4664.902259809131
2003-10-22,4363.633346817316
2003-10-23,3817.9911639355378
2003-10-24,4056.518301635848
2003-10-27,3990.8952273903324
2003-10-28,4480.603210593312
2003-10-29,4078.7509477678705
2003-10-30,4248.773621650804
2003-10-31,4094.1570046945144
2003-11-03,4632.43619922027
2003-11-04,4514.813429291715
2003-11-05,4214.098631696686
2003-11-06,4535.749739445275
2003-11-07,4508.490804232017
2003-11-10,4351.357121727799
2003-11-11,4175.949725424731
2003-11-12,4582.182295974808
2003-11-13,4444.017216677616
2003-11-14,4640.412280810491
2003-11-17,4238.128341071037
2003-11-18,4416.521957973397
2003-11-19,4371.846675088282
2003-11-20,4742.003634956014
2003-11-21,4675.261892736384
2003-11-24,5051.8186960193725
2003-11-25,5019.896828253928
2003-11-26,4802.085260083604
2003-11-27,5034.921680651165
2003-11-28,5156.68742914028
2003-12-01,5381.870257262433
2003-12-02,5173.252307528281
2003-12-03,5191.557489688545
2003-12-04,4995.202447768024
2003-12-05,5442.459032941182
2003-12-08,5307.154397392747
2003-12-09,5604.357881942886
2003-12-10,5172.855952080356
2003-12-11,5491.246969862661
2003-12-12,5059.1524658695125
2003-12-15,4814.964029673121
2003-12-16,4914.762088670552
2003-12-17,5346.080498056452
2003-12-18,5515.213267426672
2003-12-19,5284.724132870884
2003-12-22,5489.6821908922175
2003-12-23,5449.75236606705
2003-12-26,5498.46883074988
2003-12-29,5660.85812024603
2003-12-30,5743.425202267084
2004-01-02,5843.059694510823
2004-01-05,6814.2231469822655
2004-01-06,6520.5413770675
2004-01-07,6099.76779287454
2004-01-08,6453.846115774484
2004-01-09,6498.796502581195
2004-01-12,6681.069211344602
2004-01-13,6218.153192067573
2004-01-14,5654.329338962725
2004-01-15,5306.218317084997
2004-01-16,5613.833363604086
2004-01-19,5825.712913773104
2004-01-20,6050.231807335105
2004-01-21,5564.8997253087255
2004-01-22,5270.1332235534355
2004-01-23,5849.474492828933
2004-01-26,6621.153983130007
2004-01-27,6234.546216207618
2004-01-28,5777.45470299318
2004-01-29,4342.651378053986
2004-01-30,4157.655921881236
2004-02-02,4341.924378449297
2004-02-03,4959.827060055626
2004-02-04,4309.092412029391
2004-02-05,3862.2499749755716
2004-02-06,4945.503525524093
2004-02-09,4810.918471782279
2004-02-10,4996.84711670437
2004-02-11,5962.287245959087
2004-02-12,5550.541641753711
2004-02-13,4940.586542317729
2004-02-16,4678.8858622475545
2004-02-17,5011.49495851959
2004-02-18,4556.250313282209
2004-02-19,3603.6293857694654
2004-02-20,4282.698121819862
2004-02-25,4573.2229215814605
2004-02-26,4376.027479762131
2004-02-27,4718.9307266399355
2004-03-01,5404.199102312135
2004-03-02,5146.555019691254
2004-03-03,5191.055827918819
2004-03-04,4966.273275954034
2004-03-05,5446.479659189847
2004-03-08,5434.135473103732
2004-03-09,5026.15376106531
2004-03-10,4051.9901831510288
2004-03-11,3387.842253881012
2004-03-12,4708.255705418975
2004-03-15,4041.77885574669
2004-03-16,4536.385278390788
2004-03-17,4776.376681462767
2004-03-18,5166.779079336207
2004-03-19,4913.391723812696
2004-03-22,4284.047582422514
2004-03-23,3948.8615185604413
2004-03-24,3878.878156970466
2004-03-25,4009.0506086055066
2004-03-26,4600.628724178137
2004-03-29,4489.0755207513575
2004-03-30,4976.550633463992
2004-03-31,4937.843468833096
2004-04-01,5363.826136732539
2004-04-02,5498.773435326824
2004-04-05,5545.74664001489
2004-04-06,5345.5849842426705
2004-04-07,4665.227024019176
2004-04-08,5059.206000031576
2004-04-12,5067.585090858485
2004-04-13,4872.362126875163
2004-04-14,4582.110400536814
2004-04-15,4082.7812386846945
2004-04-16,4276.006324950109
2004-04-19,4188.304255215327
2004-04-20,3705.781812929703
2004-04-22,3939.354619980535
2004-04-23,4444.61802183834
2004-04-26,4104.739730354955
2004-04-27,4149.719383654921
2004-04-28,3329.582614371113
2004-04-29,2945.109382295059
2004-04-30,2927.5914736031937
2004-05-03,3203.9294805849386
2004-05-04,3552.946478671809
2004-05-05,3578.4064519703643
2004-05-06,2750.962160989002
2004-05-07,2404.919988736685
2004-05-10,1625.7233821737464
2004-05-11,2925.072671073536
2004-05-12,2653.734002660576
2004-05-13,2808.0718397185065
2004-05-14,3051.558335657375
2004-05-17,2546.835099322876
2004-05-18,3115.3138108109215
2004-05-19,3202.654638719052
2004-05-20,2725.8976243692996
2004-05-21,2882.4122825017494
2004-05-24,3303.4271561301957
2004-05-25,3427.405640147179
2004-05-26,3578.2172461493465
2004-05-27,4172.911110764806
2004-05-28,3914.5546425169923
2004-05-31,3733.3415591308367
2004-06-01,3728.042332389141
2004-06-02,3885.1114535747056
2004-06-03,3514.725551792084
2004-06-04,3987.460402708217
2004-06-07,4524.871515645153
2004-06-08,4172.121499910147
2004-06-09,3715.0156674589853
2004-06-11,3755.9252072818344
2004-06-14,3430.5618681042743
2004-06-15,4082.2322485766836
2004-06-16,4388.88075477187
2004-06-17,4127.206254128538
2004-06-18,4099.545547668666
2004-06-21,4035.741921140625
2004-06-22,3933.43313285122
2004-06-23,4582.514759354268
2004-06-24,4295.026664784005
2004-06-25,4305.249506556458
2004-06-28,3868.177987562236
2004-06-29,4391.901740034857
2004-06-30,4645.564835075964
2004-07-01,4722.108665264981
2004-07-02,4835.995216768049
2004-07-05,4827.708410591144
2004-07-06,4260.908265313954
2004-07-07,4312.521717679545
2004-07-08,4039.5897349965926
2004-07-12,4752.016261540006
2004-07-13,4755.823260459452
2004-07-14,4663.115576746275
2004-07-15,5009.599416298472
2004-07-16,5262.518074062322
2004-07-19,4760.972574591944
2004-07-20,5027.362982564784
2004-07-21,4390.671606706952
2004-07-22,4400.840816010956
2004-07-23,4297.830451733691
2004-07-26,4067.6864510748474
2004-07-27,4568.161970771469
2004-07-28,4925.04364865075
2004-07-29,4853.300685945214
2004-07-30,4892.694302528558
2004-08-02,4936.353586386496
2004-08-03,4794.287635911369
2004-08-04,4578.5200499204275
2004-08-05,3756.7499421873435
2004-08-06,4288.035411630826
2004-08-09,3888.1147519966853
2004-08-10,4468.765623247056
2004-08-11,4225.282056492673
2004-08-12,4247.015298554063
2004-08-13,4083.2212929125326
2004-08-16,4489.694321984929
2004-08-17,4712.6356299816525
2004-08-18,5332.0997065416595
2004-08-19,5267.455182426678
2004-08-20,5395.817816968036
2004-08-23,4914.293506137856
2004-08-24,4942.333503792361
2004-08-25,5104.893141848672
2004-08-26,4557.28394465473
2004-08-27,4650.723310017256
2004-08-30,4933.612081636493
2004-08-31,4799.456773734137
2004-09-01,4495.413775810772
2004-09-02,4727.6229035583965
2004-09-03,4424.334046861666
2004-09-06,4565.417979762751
2004-09-08,4591.76138591989
2004-09-09,4333.163766469734
2004-09-10,4069.9314785474526
2004-09-13,4007.5257964550547
2004-09-14,4584.767342569743
2004-09-15,4530.385915219285
2004-09-16,5029.432654878536
2004-09-17,5079.434007555987
2004-09-20,4975.22687530763
2004-09-21,4946.528503253652
2004-09-22,4545.373301509528
2004-09-23,4797.784030338482
2004-09-24,4786.977718328142
2004-09-27,4622.960426728396
2004-09-28,5036.578610573639
2004-09-29,4914.491413250418
2004-09-30,4915.055864847778
2004-10-01,5412.183555896203
2004-10-04,5629.983336309051
2004-10-05,5523.679550740615
2004-10-06,5252.162570076169
2004-10-07,5314.044735616932
2004-10-08,5089.634791215753
2004-10-11,5127.351587204841
2004-10-13,4444.69189576496
2004-10-14,4263.040416931059
2004-10-15,4799.176379083852
2004-10-18,4792.606040343771
2004-10-19,4254.140063066321
2004-10-20,4354.555681138687
2004-10-21,4586.807119233226
2004-10-22,4241.5569125100665
2004-10-25,4186.730401838893
2004-10-26,4495.993430924827
2004-10-27,4786.398352593225
2004-10-28,4459.7767407182255
2004-10-29,4613.0910693122205
2004-11-01,4808.3519043786655
2004-11-03,5130.239310098295
2004-11-04,5225.959957323885
2004-11-05,4779.6516520906425
2004-11-08,4479.168497488465
2004-11-09,4559.486198255778
2004-11-10,4818.124234469775
2004-11-11,4832.350238093515
2004-11-12,5310.727988690267
2004-11-16,4900.189676201611
2004-11-17,5301.383650157544
2004-11-18,5160.898396054326
2004-11-19,5006.712968607242
2004-11-22,5411.816498494532
2004-11-23,5189.83637368101
2004-11-24,5189.923379189429
2004-11-25,5654.38527750452
2004-11-26,5636.29283781875
2004-11-29,5392.796405759173
2004-11-30,5643.909340552105
2004-12-01,5653.2335608082485
2004-12-02,5540.791545868227
2004-12-03,5768.848370524236
2004-12-06,5833.243636494095
2004-12-07,5094.8403702893265
2004-12-08,5179.632111615068
2004-12-09,4761.097384568773
2004-12-10,5281.37207704661
2004-12-13,5509.42532881095
2004-12-14,5754.1487536858895
2004-12-15,5641.839423349706
2004-12-16,5834.905667446881
2004-12-17,5558.310694388914
2004-12-20,5423.1027149815745
2004-12-21,5782.64436368337
2004-12-22,5517.082083862468
2004-12-23,5666.485243603593
2004-12-27,5668.732618577811
2004-12-28,5801.266402578349
2004-12-29,5770.322472966571
2004-12-30,5752.411063082422
2005-01-03,5233.9715890609805
2005-01-04,4446.203009036961
2005-01-05,4525.320850551256
2005-01-06,4324.008591172304
2005-01-07,4844.73354787352
2005-01-10,4361.364871549758
2005-01-11,4558.64022296457
2005-01-12,4729.626040079918
2005-01-13,5015.356241805412
2005-01-14,5065.097763906986
2005-01-17,4605.133515930775
2005-01-18,4258.798772047376
2005-01-19,4571.602343746075
2005-01-20,3917.7272359076105
2005-01-21,4304.53148373626
2005-01-24,4705.070710298936
2005-01-26,4968.474730463273
2005-01-27,4370.121888266187
2005-01-28,4397.181988887543
2005-01-31,4822.383863630028
2005-02-01,4546.714777508858
2005-02-02,5030.0951837521025
2005-02-03,5192.511514579754
2005-02-04,5945.452753959034
2005-02-09,6266.278104399364
2005-02-10,6113.873153897459
2005-02-11,6220.399421239417
2005-02-14,5928.141287583949
2005-02-15,5951.665510756207
2005-02-16,5654.211435181942
2005-02-17,6366.173388756921
2005-02-18,5835.479110482342
2005-02-21,5926.612051811529
2005-02-22,5760.194007213435
2005-02-23,6208.709699889814
2005-02-24,7311.248929478901
2005-02-25,6928.114625704458
2005-02-28,6483.8358351801635
2005-03-01,6042.781560384523
2005-03-02,6564.087010390307
2005-03-03,6908.235316966264
2005-03-04,7258.083923011549
2005-03-07,7294.390237268824
2005-03-08,6682.099492806632
2005-03-09,6178.755144007953
2005-03-10,6320.738781622407
2005-03-11,5823.366892664404
2005-03-14,5955.736562802365
2005-03-15,5466.777033508952
2005-03-16,5838.344296932197
2005-03-17,6083.68953945363
2005-03-18,5526.257455445875
2005-03-21,5440.574467258582
2005-03-22,4720.451962817253
2005-03-23,4576.572736875505
2005-03-24,5210.899683880449
2005-03-28,4739.2841020453325
2005-03-29,4445.953430758826
2005-03-30,5231.133246201451
2005-03-31,5289.6455361724475
2005-04-01,5406.8338371896625
2005-04-04,4986.239831829025
2005-04-05,4688.96258882218
2005-04-06,4460.2494045140065
2005-04-07,5205.404853610582
2005-04-08,4690.320849255757
2005-04-11,4791.662171084881
2005-04-12,5127.881970215774
2005-04-13,4931.131472370123
2005-04-14,3869.478125971469
2005-04-15,3817.653400647907
2005-04-18,4226.375785346556
2005-04-19,4953.91959010479
2005-04-20,4319.7068596180725
2005-04-22,4118.179295526432
2005-04-25,4692.361460004224
2005-04-26,4701.6608280536275
2005-04-27,4611.403419670598
2005-04-28,3818.8903543882825
2005-04-29,4427.484104837822
2005-05-02,4267.79770184098
2005-05-03,4324.065777810094
2005-05-04,5105.576735701918
2005-05-05,4896.333856551326
2005-05-06,5003.2501036350095
2005-05-09,4815.426644334748
2005-05-10,4114.412773588496
2005-05-11,4217.586847464958
2005-05-12,3711.170865683096
2005-05-13,3664.760476518455
2005-05-16,4292.683779683735
2005-05-17,4276.608858521549
2005-05-18,4756.260258447486
2005-05-19,4573.0911730690095
2005-05-20,4247.083035122181
2005-05-23,4004.533235077779
2005-05-24,4433.818334665202
2005-05-25,4326.955505150754
2005-05-27,5116.199356315152
2005-05-30,5099.304566597752
2005-05-31,4774.039068766237
2005-06-01,5517.30431283715
2005-06-02,6010.996850809272
2005-06-03,5484.07006436508
2005-06-06,4628.15707907202
2005-06-07,4251.203626932431
2005-06-08,4095.3570149408188
2005-06-09,4020.260600637206
2005-06-10,4605.125639168411
2005-06-13,4498.201042440862
2005-06-14,5346.80297233666
2005-06-15,4880.578304347351
